url,text,continent
https://edition.cnn.com/world/africa/tanzania-soma-bags-reading-light-spc/index.html,innocent james completed chore school would light kerosene lamp lay read book electricity james ’ part arusha region northern tanzania family forced burn expensive oil learn dark today james many parent rural tanzania – year round sun set around pm – must still choose saving money allowing child read night james ’ company soma bag providing solution backpack equipped solar panel charge reading light started smallscale project discarded cement bag sewing machine solar panel become business attracting charity fashion brand around world last year soma bag “ reading bag ” swahili sold solar backpack people across africa providing invaluable energy source sun go james brought mother grandmother schoolteacher love reading university mwanza james shocked number schoolchildren noticed street skipping class ask money largely spend local video game cafés wanted help find taste learning remembered childhood “ frustrated ” james said “ could see problem much much bigger thought ” last semester james dropped university used last tuition money buy mobile library cart began visiting school attracting hundred child reading club hard work problem child would borrow book return unread james soon realized eager read could afford fewer halfof household mainland tanzania connected electricity fall tojust thirdin rural area consequently many family rely kerosene lamp provide light dark lamp produce dim light expensive fill also pollute air carry risk burn parent often opt send child bed james explained rather allowing use lamp read james ’ solution – flexible solar panel sewn onto outside bag power reading light – inspired university professor carried around solar charger phone sewn fabric pouch “ gave confidence want going work ” said james started handmaking backpack per month sewing solar panel sourced china charged child ’ walk school time returned home would enough power reading light fully charged bag power light six eight hour meaning one day bright weather allow multiple night reading even cloudy weather arrives james say solar backpack affordable using oil lamp solar bag cost tanzanian shilling approximately reading light included – price day using kerosene lamp according average cost estimated survey soma bag customer sold mainly growing franchise mobile library cart bag became popular james increased production founded soma bag oversaw construction factory village bulale mwanza region company employ staff made repurposed cement bag found street mwanza james life backpack material durable lightweight zero waste come cost backpack look good – middle bag white silhouette giraffe appears within bright yellow green stripe “ ’ innovative ” said joseph manirakiza un development programme undp supported soma bag since “ never thought someone would think turning waste cement bag something useful ” james ’ customer main family school rural tanzania – people institution familiar library cart day company expanding charity bought bag james distribute amongst child need soma bag becoming increasingly popular urban area inside soma ’ smaller backpack batterypowered reading light bigger bag inbuilt charging system greater capacity enabling power electronic device like phone charger company also branched travel sport cosmetic bag ’ solarpowered james sold backpack charity nigeria rwanda madagascar democratic republic congo fashion brand poland germany netherlands kenya around million african access electricity company produce solarpowered lamp abundant continentand un ’ solar light distribution programme part global effort light rural area affordable sustainable energy hybrid social enterprise smart girl uganda produced distributed solar bag child africa “ important multiple company produce solarpowered bag across continent ” said ceo jamila mayanja “ ’ lighting ’ giving control education future ultimately helping break cycle poverty community ” soma bag recognized numerous award institution including undp thebritish government “ crop young people tanzania coming realized take future hand ” said manirakiza “ innocent represents group young people using talent something meaningful ” companycontinues expand james becoming increasingly busy still find time run reading group child mobile cart twice week kid arrive reading bag back “ sometimes see kid bag ’ like wow ” said james smiling “ ’ really believe ”,africa
https://edition.cnn.com/2024/07/30/africa/africa-youth-led-uprisings-intl/index.html,africa ’ major city young people experiencing summer discontent anger frustration erupt corruption soaring cost living widespread unemployment protest began kenyalast month young people – particularly gen z – engaged six week demonstration unpopular bill sought raise tax least people diedas result president william ruto retracted bill announced shakeup cabinet following pressure demonstrator remained street saying unhappy alleged corruption police brutality government call resign kenya east africa ’ dominant economy grappled escalating living cost spiked food price commodity amid risingunemployment rate among country ’ youth nation also owes billion dollar foreign local debt spending sizeable chunk revenuerepaying creditor unrest swiftly spread neighboring uganda citizen attempted march parliament capital kampala july security force responded heavy clampdown detaining people according police report protesting angry widespread government corruption country loses estimated sh trillion billion public funding graft annuallyaccordingto ugandan anticorruption body inspectorate government ig radio host faiza fabz joined protest said social medium demonstration “ opportunity change course nation ” “ force leader finally listen u demand people ” demand include “ auditing lifestyle ” mp “ publicizing ” resignation lawmaker involved corruption scandal according anewspaper front pageshe shared social medium platform x fabz among demonstrator detained ugandan police uganda witnessed stability economy following “ oilrelated construction boom robust growth agriculture ” accordingto world bank also grappled endemic corruption scoring last year transparency international ’ scorruption perception index rank country scale zero zero meaning “ highly corrupt ” signifying country “ clean ” several highprofile ugandan politician sanctioned theunited statesand theunited kingdomfor corruption earlier year including speaker country ’ parliament anita annet among protester called resign president yoweri museveni ruled uganda iron fist nearly four decade warned protester “ playing fire ” later praised security force “ foiling ” protest andclaimingwithout evidence orchestrated “ funding foreign source ” africa ’ populous country nigeria young people also planning “ end bad governance ” march august young nigerian calling protest want respite country ’ economic woe inflation skyrocket tomore highest level nearly year causing one nation ’ worst ever costofliving crisis unemployment west african nation also rise data office said recentreport february also want country ’ security problem curbed amid rise kidnapping ransom amongother demand include “ reducing cost living curbing insecurity reducing cost governance electoral reform judicial reform constitutional reform ” according signed statement group civil society organization human right lawyer inibehe effiong said aninterviewwith arise television sunday “ people tired people hungry… president wait till st august start moment effect change people asking ” last time major protest occurred nigeria security forcesopened fire unarmed protesterswho peacefully demonstrating alleged police brutality resulting death injury fearful repeat endsars protest nigerian president bola tinubu called calm implored citizen take street related articlekenyan protester vow seize country ’ main airport deadly unrest continues sixth week warned planned protest “ could degenerate violence set country backwards ” alleging upcoming march instigated citizen dual nationality “ sponsor protest love country … understand citizenship alternative passport different part world holding meeting virtually ” presidentsaid nigerian defense spokesman said planned protest could replicate deadly demonstration kenya “ context planned protest shadow happening kenya … … happening kenya … violent … remains unresolved ” spokesman edward bubasaidat press conference adding “ military stand allow anarchy befall nation ” gift mugano adjunct professor economics south africa ’ durban university technology youth uprising “ reality check african leader ” “ ’ like protest contagion kenya gen z movement stimulating momentum african country ” mugano told cnn added “ long economic opportunity governance rule law best stability continent ” mugano advised african government cracking protester telling instead “ attend issue affecting continent create economic opportunity improve governance ” senegalese political analyst mamadou thior echoed sentiment telling cnn rising dissatisfaction among africa ’ youth could lead unrest across continent “ growing discontent among young people africa charge pay attention movement ” thior said added “ young people impatient want thing change rapid pace ” according thior lead senegalese medium ethic organization cored youth activist across continent connected social medium “ ’ happening kenya affect people uganda even west africa ” youthled uprising corruption bad governance also erupted part africa including senegal ghana recent month related articleuganda ’ president museveni warns citizen ‘ playing fire ’ planned protest protest broke senegal february thenpresident macky sall announced delay country ’ scheduled election following demonstration leftat least three protester dead sallbacktracked delayafter senegalese constitutional council ruled decision postpone vote ruling coincided release many political detainee including current presidentbassirou diomaye faye released little week election preceding month ghana senegal ’ fellow west african state saw day antigovernment protest demonstratorsrailed economic hardship unemployment former nigerian president olusegun obasanjo warned continent edge chaos “ africa are… sitting keg gunpowder ” hesaidin recent interview cnn affiliate citizen tv “ ’ virtually exception country africa youth angry unemployed… unempowered see nothing hopelessness ” said obasanjo warned “ adequate attention paid need youth africa … ugly u ”,africa
https://edition.cnn.com/style/mufasa-barry-jenkins-voice-of-africa-spc/index.html,mufasa ’ death disney ’ original “ lion king ” many child ’ traumatic moment cinema history scar threw brother cliff goodbye — “ long live king ” — dripping sarcasm audience led believe like helpless young simba seen last charismatic king pride land new film “ mufasa lion king ” mufasa ’ story told cub grown lion brotherly relationship mufasa scar — acted original brilliant counterpoint james earl jones jeremy iron — explained deepened expanse african plain elegant movement animal redrawn modern cgi film prequel jon favreau ’ live action remake mufasa aaron pierre orphaned cub find brother taka later known scar played kelvin harrison jr taka mufasa want one thing — closeness family sometimes ruthless animal kingdom — set together journey build pride directed oscarwinner barry jenkins “ moonlight ” “ beale street could talk ” latest additionto franchise follows film worldfamous stage musical significant “ lion king ” western culture jenkins told cnn “ people first primary connection continent africa ” telling story contains “ voice continent ” said jenkins came “ great deal responsibility ” “ mufasa ” character rafiki clearly represents voice — wise mandrill whose mentorship guide multiple generation lion pride land play role storyteller film begin event “ lion king ” traveling back time young rafiki played south african actor kagiso lediga see character drawing wisdom across africa “ rafiki traveler ” said lediga “ kind panafricanist guy ” “ ’ ” lediga explained “ go ‘ rafiki swahili come kenya ’ serengeti guy ’ ’ like tswana guy speaks sepedi ’ got bit zulu xhosa ” john kani play older rafiki new film “ ’ always seen rafiki custodian culture ” said “ historian anybody village could say ‘ happened scar happened ’ everyone would say ‘ go old man rafiki tell ’ ” rafiki growing old africa changing rapidly reallife human resident increasingly moving city “ challenge africa today ” said kani “ absence grandparent raising child village move big city move outside village move country kid go home ’ even speak language people indigenous languagesgrandparents try get interpreter tell origin story come ” telling story hearing kani said one “ stand tall african ” multilingual rafiki typical jenkins ’ film zulu swahili peppering movie ’ dialogue according lediga due jenkins giving “ license ” speak freely improvise kani spoke recognition jenkins gave “ creative spirit ” “ ’ whole scene movie made spot ” said jenkins “ could come john kani telling experience continent really think open actor driving process certain way especially actor african continent — live know place well … opened movie much ”,africa
https://edition.cnn.com/world/africa/us-queen-ghana-tamale-kennedy-johnson-spc/index.html,kennedy johnson year old gave birth baby girl detroit foster home teen mom february twentyfive year later johnson found northern ghana made queen ’ quite believe life led front adoring crowd tamale largest city northern ghana johnson given honorary title “ zosimli naa ” october conferred dakpema fuseini bawa local spiritual leader zosimli naa roughly translating “ friendship queen ” — effectively making dakpema ’ head development area thousand mile home riding horse dressed traditional royal attire johnson would forgiven thinking dream “ ’ still pinching ” johnson told cnn “ feel surreal ” johnson ’ journey began young mother detroit time remembers “ bit challenge ” ’ understatement recalled relative dropping pregnant yearold foster home promising pick child born never returned “ abandon lot childhood goal ” said “ dig deep find sort strength ” daughter ’ kiya johnson started taking trip abroad — first bahamas hong kong south america pair fell love seeing world johnson began documenting trip online “ show people minority travel ” “ would meet people age group demographic ” said “ going place people would stop like ‘ beyoncé ’ would automatically assume entertainment industry taking holiday people color ’ really traveling like ” year later ’ kiya left home johnson took dna test determined nigerian ghanaian heritage first time travel took west africa arrival — describes “ return ” — “ felt like huge sigh relief ” said soon first journey johnson founded green book travel company organizes trip west africa member diaspora named annual travel guide provided black people information keep safe jim crow america green book travel take people historically significant location including site deportation transatlantic slave trade trip immediately attracted hundred people johnson said travel west africa became frequent one trip found physically compelled — “ body fire ” — visit northern ghana second day region asked pay customary visit dakpema elder tamale quickly realized ordinary meeting “ started consulting amongst ” said “ said ‘ want go prepare queen ’ ” initially johnson understand significance offer recounted meeting village elder nearly crashed car four month later daughter best friend alongside johnson “ enskinned ” tamale — officially recognized friendshipqueen — introduced community parade annual damba festival rode horse cheer crowd “ overwhelming crowd big ” said kendall jones johnson ’ best friend side event “ first time ever experiencing people chase car ’ driving away ” role friendship queen come elevated status practical responsibility community johnson work together elder dagbon kingdom date back theth centuryand comprises around five million people run positive initiative tamale life far together charitable foundation kith kin worked provide clean water sanitary product shoe community working scheme support orphan locally revered “ put pedestal ” said “ formality — bowing ‘ royal majesty ’ making sure ’ taken care ” ’ difficult adjustment someone unfamiliar celebrity johnson role come naturally “ represents peace unity hope connection past future ” said dakpema instantly impressed johnson upon first visit palace “ popular within dagbon highly respected people admire ” kennedy johnson first zosimli naa enskinned dakpema dr susan herlin academic kentucky title conferred died seven year later johnson became next person receive title dakpema palace “ felt right choice based quality connection dagbon kingdom diaspora ” said dakpema “ queen embodies rich cultural heritage strong tie world open door cultural exchange investment global awareness ” november johnson granted full ghanaian citizenship month also included influential people african descent mipad class top futurist innovator “ unfolded something beyond dream ” said johnson especially popular young people tamale call “ swagger queen ” due striking fashion sense make full use colorful ghanaian fabric one admires daughter “ ’ story person everything blessed everything universe ” ’ kiya said “ say ’ seen everything ’ seen mom grow lack family grow gain million people family ” daughter zosimli naa ’ kiya considered princess “ remember growing thinking maybe one day ’ play disney princess ” recalled ’ kiya known rapper name stunna dior “ ’ still hard thing conceptualize ” would teenage kennedy johnson detroit think current queen tamale “ think would feel inspired ” johnson said “ young version met current would know keep going keep pushing ” editor ’ note story updated correct name dakpema,africa
https://edition.cnn.com/2024/10/23/africa/darfur-sudan-crisis-militia/index.html,“ la tasweer la tasweer ” “ ’ film ’ film ” general shouted eye flashing anger jaw clenched stormed towards u couple fighter hopped back militia ’ lead truck fanning around vehicle rifle drawn second truck following u tancolored laden heavy machine gun abruptly pulled side hemming u moment panic — going shoot u come darfur report world ’ worst humanitarian crisis never intending become part story month planning came apart moment detained militia led man everyone called general cameraman scott mcwhinnie handed camera assuring “ ’ filming ’ filming ” producer brent swails quickly got truck try defuse situation “ ok ok ” asked abruptly general turned back u grabbed rifle one soldier taking aim across treedotted savanna relieved gun ’ pointed u still disturbed erratic behavior looked pleadingly driver “ ’ going ” face ashen “ ’ know ” said general fired round target appeared bird missed arrived north darfur previous day goal get tawila town control slmaw faction sudan liberation movement led abdul wahid alnur neutral party sudan ’ bitter civil war tawila mile kilometer southwest besieged city el fasher frontline grisly fight darfur region result become refuge sort ten thousand fleeing city themonth conflict sudanhas drastically overshadowed war ukraine gaza un fear could become far deadlier cruel confluence hunger displacement disease sudanese armed force saf rapid support force rsf two main warring party conflict accused war crime according un million people displaced violence almost quarter sudan ’ population million people — three time population new york city — face acute hunger particular eye darfur genocide perpetrated vicious war crime heightened fear worst could realized augusta famine declared zamzam displaced people ’ campin darfur yet handful international journalist able get since start war report happening many month failing get permission visit darfur saf rsf invitation slmaw leadership visit tawila seemed safest way get tell story reached agreed meeting spot town abu gamra host nowhere found instead rival militia stood place two toyota land cruiser pickup truck weighed rocket propelled grenade heavy machine gun driver led chain town jail three hour interrogated one one small windowless room eight men asked question “ ” “ sent ” “ gave permission ” answered question got information return men wanted u driver returned later without chain brief moment optimism perhaps would escorted border simply instructed return militant bundled u vehicle ordered u follow convoy quickly veered onto dirt track heading deeper darfur point general suddenly stopped vehicle started shouting u shooting gun goal presumably scare u worked stopped maybe hour later dry riverbed lined tree youngest fighter laid mat brought flask camel milk general another older man known security chief wore turban sunglass hide missing eye trembling took shoe sat front “ please frightened ” told halting arabic “ mother three little boy ” general looked disinterested could see security chief ’ face soften “ ’ frightened ’ frightened ” assured “ human being ” security chief asked u partner ’ phone number could call assure ok grudgingly handed husband ’ number — reluctant put family stress conscious might also way captor check story later would find english speaker called husband scott ’ wife city port sudan thousand mile away held say safe good health threatening would imprisoned many year spoke anyone next hour held armed guard general security chief roughly dozen soldier looked older detention spent open underneath acacia tree woman private space relieve limited water food intake sleep came mercy reprieve clawing sense panic knowing would able see child journalist one never want become story yet experience instructive understanding complexity conflict darfur challenge getting food aid need getting story world journey north darfur spent many hour traversing remote region sandy track dig time flat tire least day paved road area make distribution aid even challenging sturdy truck appropriate tire may help expedite process issue gaining access territory much harder problem solve state north darfur center heaviest fighting rsf saf swath control patchwork different militia competing agenda regularly shift allegiance guarantee safe passage one blocked another mile road august usled talk sudan geneva sudanese armed forcesagreed allow flow aid adre largest border point chad darfur fewer truck entered last two month — fraction needed ground — handful reached faminehit zamzam camp outside el fasher close half million people struggling survive earlier monthdoctors without bordersmsf announced suspend operation zamzam photo essaymillions escaped sudan ’ civil war nightmare ’ “ disaster u knowing team ground capable work suspension due either administrative impediment blockage warring party course frustrating keep trying push … abandon people ” michel lacharité msf ’ head emergency operation told compounding chaos difficulty communication time north darfur passed least six cell phone tower none operational pecking order group clearly marked carrying satellite phone captor confiscated satellite phone allowed u keep cell phone — confident would never work group starlink satellite use stay touch ordinary people way contact outside world net result manifold challenge ngo human right organization journalist almost access north darfur “ world ’ see u help ’ come ” security chief mused one afternoon instead valuable reliable data situation ground darfur come satellite according theyale humanitarian research labwhich us satellite imagery build picture situation ground first two week october least village darfur set ablaze rsf heightening concern relative lull rainy season conflict ratcheting satellite image tell part story ’ allow u connect empathize engage last day detention general security chief disappeared six hour leaving u custody young fighter one point several told u remove bag vehicle saying taking driver local market four u looked uneasily planning abandon u hand u another group choice told unload gear later general security chief returned good spirit “ decided released tomorrow ” told u “ thought spy go home ” wave relief crashed body smile handshake captor posed awkwardly photograph edge mat makeshift prison ordeal unharmed soon return home fear worry quickly replaced feeling bitter disappointment failure never made tawila never managed talk people darfur whose life chewed vicious civil war untold story world may never hear ’ like help sudan refugee charity providing assistance go form orclick see way help community onimpact world,africa
https://edition.cnn.com/style/african-fashion-global-spc/index.html,recent year african designer found support international celebrity including beyoncé alicia key naomi campbell growing number continent ’ fashion brand preparing make inroad global fashion market among wave talent south african designer thebe magugu awarded lvmh prize young designer come € grant opened first fashion house johannesburg last year style combine modern design continent ’ cultural identity approach hope help african fashion go global “ think world really hungry story outside european gaze american view ” told cnn “ think storytelling africa nuanced …when see first time really respond ” ’ alone belief serge carreira director emerging brand initiative fédération de la haute couture et de la mode governing body french fashion industry say seen increased appetite african designer globally carreira say many intrigued african fashion “ represents many reality many expression many culture different whole continent ” designer found way combineculture contemporary style “ strongly believe within next year least two three african house standing independent house next big independent european brand ” added unesco reporton africa ’ fashion sector predicted demand african haute couture increase driven partly growth ecommerce found lack funding infrastructure training program holding sector back magugu experienced firsthand say importing fabric south africa mean payinga dutyand lack access capital make hard small business one way bolster industry forthe continent toutilize raw material rather reimport processed good report found african country produce cotton yet continent import billion textile year including clothing footwear kenyan designer katungulu mwendwa launched brand katush sustainability key pillar “ try create item made continent ” saideven button hand carved kenya mwendwa say often source cotton burkina faso uganda tanzania portion cotton processed thread dyed sent hand weaver nairobi bring design life transporting textile across continent expensive added meaning brand unable compete price imported garment china major exporter mwendwa want buyer see value knowing item made “ hopefully consumer keep way want protect value ” said related videoafrican designer olympic fashion beyond goodwill consumer say designer need policy encourage use local artisan material especially come collaboration established international brand “ need policymaking ” said south african designer judy sanderson “ need bridge big brand could introduced artisan artisan mostly ’ company ’ easy exploit ” unesco report suggests “ creating improving textile cluster special economic zone ” boost productivity reduce cost well attract investment offering tax break streamlined regulation also highlight improving transportation network moving raw material end product suggests african government could “ reduce limit import tariff fashion brand use traditional african textile produced continent ” many designer debut collection fashion week typically bring together buyer photographer influencers unesco report found fashion week typically held across continent year noting bolster industry “ country structured fashion event nigeria morocco south africa better developed fashion ecosystem ” sanderson belief african fashion week ’ yet bringing international buyer continentinstead many african designer must attend international event forge connection number african designer launched new collection industry ’ major fashion week sanderson mwendwa magugu among african designer featured tranoi paris trade show last september thousand buyer attended multiday event meet international designer discover latest trend jewelry shoe clothing trio alsoattended tranoi ’ first trade show asia rakuten fashion week tokyo “ fashion exist isolation ” mwendwa said “ important brand brand like mine global presence critical even u kenyan able share work continent world feel sense pride ”,africa
https://edition.cnn.com/2025/02/04/world/south-africa-ramaphosa-musk-intl/index.html,south african president cyril ramaphosa spoke elon musk “ issue misinformation distortion south africa ” presidency announced tuesday “ process president reiterated south africa ’ constitutionally embedded value respect rule law justice fairness equality ” said presidency said pair spoke monday day u president donald trumpthreatenedto cut aid south africa alleged mistreatment white farmer country blistering post truth social trump said would halt funding full investigation allegation “ south africa confiscating land treating certain class people badly ” trump said “ massive ” human right violation happening south africa “ see ” without giving detail providing evidence related articlesouth africa denies ‘ confiscating land ’ trump threatens cut aid ramaphosa monday denied south african authority “ confiscating land ” said country looking forward working trump administration “ land reform policy ” trump ’ complaint also made first term white house refers south africa ’ complex land reform south africa ’ apartheid era racist policy forcefully removed black nonwhite south african land white use since south africa ’ first democratic election land redistribution restitution provision country ’ constitution however unemployment poverty remain acute among black south african make around population yet fraction land last month ramaphosa signed bill law providing new guideline land expropriation including enabling government expropriate land without compensation certain case musk south africanborn billionaire head u ’ new department government efficiency previously criticized ramaphosa ’ new policy post x website owns musk monday accused ramaphosa “ openly racist ownership law ” ramaphosa said earlier like united state country south africa “ always expropriation law balance need public usage land protection right property owner ” responding trump ’ aid threat ramaphosa said major hivaids relief program u provide significant funding south africa cnn ’ jessie yeung contributed reporting,africa
https://edition.cnn.com/world/africa/chowdeck-nigeria-delivery-spc/index.html,femi aluko found isolating home covid pandemic one question kept coming mind — going get food say struggled find quick delivery option nigeria ’ populouscity lagos restaurant either closed incredibly long waiting time took matter hand began searching solution found answer trip dubai aluko shocked efficiency food delivery apps “ fast ” said “ like ‘ yes work dubai also work nigeria ’ going come back try ” october aluko cofounder launchedchowdeck ondemand food delivery app enables customer across eight nigerian city order meal participating restaurant aluko say app since grown serve customer work delivery driver areportby mckinsey company found global food delivery market worth billion noting portion rapid growth due covid pandemic chowdeck team saw opportunity within global industry wanted homegrown company led way nigeria “ think currently still lot demand supply delivery company struggling heavy demand lot people wanting order food trend also shifted since covid ” aluko said aluko admits startup struggled keep demand time “ scaled fast … lot customer bombard platform ” said adding company constantly looking way improve efficiency deliver growing consumer base april chowdeck received million seedfunding several investor ycombinator startup accelerator aluko say money go toward optimizing delivery efficiency expanding additional city throughout nigeria “ goal funding ensure ’ able provide grant best experience customer ” said food delivery apps beengaining popularityaround world uber eats doordash among used apps europe u respectively related articlethis nigerian company want airbnb car rental areportby management consulting firm imarc found country ’ online food delivery market expected grow reach nearly billion one necessity boost business ondemand delivery apps internet access year nigeria increasing internet penetration population broadband access according thenigeria communication commission africa several startup includingfoodcourtheyfood andsendme vying become continent ’ top food delivery app many based nigeria one africa ’ richest country also backed combinator — previously backeddoordash despite growing competition back yard aluko chowdeck team believe company “ scratching surface ” since launching expanded beyond readytoeat food delivery adding option pharmacy grocery andpackage delivery service response customer feedback company grows aluko hope chowdeck one day become “ super app africa ” “ see u app everyone ’ phone … travel transport everything need available one app ” said,africa
https://edition.cnn.com/2025/03/01/health/congo-water-contamination-deaths/index.html,authority investigating death least people northwestern congo suspect water source one area may contaminated world health organization said friday agency said ’ early definitive conclusion doctor investigating illnessesthat emerged since late january five village congo ’ equateur province high rate malaria complicated effort diagnose case official said ’ unable far confirm main cause emergency chief dr michael ryan said online briefing friday one village “ strong level suspicion poisoning event related poisoning water source ” ryan clarify whether referring contamination accident negligence deliberate action also identify village poisoning suspected “ stop investigating sure true cause absolute cause occurring fully investigated ” ryan said illness first detected late january village boloko three child ate bat died within hour twelve case eight death total recorded boloko new case recorded since january official say adding nearly half death occurred within hour onset symptom village bomate basankusu health zone around kilometer mile boloko hit case death recorded health official say said thursday hundred patient tested positive malaria common region addition common malaria symptom fever body ache patient also shown symptom like chill sweating stiff neck runny bleeding nose cough vomiting diarrhea health crisis caused fear among resident said fled village avoid falling sick expert say access sick hindered remote location affected village several people died medical team able reach “ clearly centre kind poisoning event ” ryan said another likely suspect could “ toxictype event either biological perspective like meningitis chemical exposure ” emergency chief said citing systematic investigation carried far expert official though ’ able confirm main cause illness said adding high rate malaria common illness village making difficult determine cause,africa
https://edition.cnn.com/world/africa/mobihealth-africa-telemedicine-intl-cmd/index.html,child growing northern nigeria dr funmi adewara experienced severe hand injury required multiple surgery frequent hospital visit visit exposed harsh reality country ’ healthcare system “ remember sitting overcrowded waiting room watching doctor stretched thin unable meet need many patient ” adewara recall formative experience ignited passion transforming healthcare africa growing mother worked nurse adewara ’ understanding healthcare challenge deepened mother ’ story “ knew early healthcare ’ privilege — necessity wanted part changing system ” explains training physician adewara worked year uk ’ national health service founding telemedicine platformmobihealthin since launch mobihealth impacted thousand life connecting patient doctor healthcare professional across nigeria beyond platform integrated telehealth clinicsthat offer remote consultation diagnostics access specialist care via digital health tool located primarily nigeria clinic accessible patient various subscription plan often financed partnership global donor organization private donor addition clinic mobihealth partnership hospital lab pharmacy adewara say company earned global recognition including million grant u trade development agency adewara also one theworld bank ’ seven sdgs award winnersselected entry worldwide across subsaharan africa million struggle access basic healthcare according theworld health organization region bear global disease burden world ’ healthcare worker “ rural africa trip nearest hospital mean difference life death ” say adewara mobihealth ’ latest initiative offer healthcare month rural underserved population allows african diaspora — global supporter — sponsor essential service like doctor consultation diagnostic test access telemedicine clinic scheme solely based donation individual also subscribe service “ healthcare system across africa immense pressure ” adewara explains “ initiative direct response using technology connect rural patient doctor thousand mile away ” adewara mobihealth ’ telemedicine platform temporary fix represents future healthcare africa “ creating resilient sustainable inclusive system people matter access care need ” say “ telemedicine brings doctor people wherever may integrating ai remote monitoring improving speed accuracy care saving life process ” add number african company provide telemedicine service researcher pointed obstacle could hinder growth telemedicine continent rural area anunreliable electricity supply poor internet connectivity often alack government policy fundingaround virtual healthcare adewara envisions scaling company ’ model reach million across africa particularly country like ghana kenya ivory coast “ work beginning ” say “ building healthcare system future — one resilient inclusive capable meeting africa ’ growing population ’ need ” however partnership crucial achieving vision “ ’ alone collaboration african diaspora hospital government international organization allow u reach people ensure healthcare affordable efficient accessible ” adewara add,africa
